date,prcp(mm/day),petpt(mm/day),petfao56(mm/day),streamflow(ft3/s)
1996-09-13,14.52,1.34,1.44,335.0
1996-09-14,40.83,0.99,1.03,390.0
1996-09-15,9.88,0.95,0.97,789.0
1996-09-16,0.0,2.0,2.28,801.0
1996-09-17,0.0,2.19,3.11,813.0
1996-09-18,0.0,2.06,2.63,832.0
1996-09-19,0.0,1.88,2.21,828.0
1996-09-20,0.0,2.0,2.73,826.0
1996-09-21,0.0,1.83,2.23,804.0
1996-09-22,0.0,1.6,2.01,771.0
1996-09-23,5.0,1.28,1.7,745.0
1996-09-24,0.0,1.39,1.57,763.0
1996-09-25,0.23,1.4,1.72,735.0
1996-09-26,0.0,1.53,2.12,686.0
1996-09-27,0.79,1.52,2.42,660.0
1996-09-28,6.49,1.4,2.35,655.0
1996-09-29,4.28,1.18,1.42,649.0
1996-09-30,0.0,1.21,1.36,617.0
1996-10-01,2.18,1.3,2.02,585.0
1996-10-02,5.53,1.41,2.55,575.0
1996-10-03,0.24,1.03,1.14,557.0
1996-10-04,0.0,0.97,1.22,521.0
1996-10-05,0.0,1.02,1.6,496.0
1996-10-06,0.0,1.12,2.23,486.0
1996-10-07,1.71,1.16,2.35,461.0
1996-10-08,4.74,1.02,1.47,433.0
1996-10-09,10.61,0.5,0.58,435.0
1996-10-10,12.76,0.75,0.88,487.0
1996-10-11,0.0,0.78,0.97,576.0
1996-10-12,0.08,0.85,1.35,570.0
1996-10-13,8.46,0.76,1.08,572.0
1996-10-14,4.99,0.8,1.18,615.0
1996-10-15,0.0,0.65,0.89,590.0
1996-10-16,0.0,0.66,1.0,605.0
1996-10-17,0.0,0.65,0.92,597.0
1996-10-18,0.0,0.68,1.55,596.0
1996-10-19,0.0,0.65,1.53,592.0
1996-10-20,0.0,0.64,1.71,582.0
1996-10-21,0.0,0.66,1.57,575.0
1996-10-22,13.75,0.62,1.1,578.0
1996-10-23,2.83,0.52,0.69,648.0
1996-10-24,3.35,0.47,0.64,670.0
1996-10-25,0.12,0.65,0.99,695.0
1996-10-26,0.0,0.58,1.04,698.0
1996-10-27,10.39,0.54,1.04,703.0
1996-10-28,13.54,0.51,0.72,812.0
1996-10-29,0.0,0.49,0.57,895.0
1996-10-30,5.0,0.42,0.8,950.0
1996-10-31,0.45,0.43,0.95,1020.0
1996-11-01,0.84,0.4,0.67,1070.0
1996-11-02,0.0,0.34,0.82,1090.0
1996-11-03,0.47,0.34,0.4,1090.0
1996-11-04,0.06,0.29,0.77,1080.0
1996-11-05,0.0,0.34,0.68,1070.0
1996-11-06,0.0,0.25,0.82,1060.0
1996-11-07,4.76,0.32,1.37,1070.0
1996-11-08,1.09,0.4,1.43,1090.0
1996-11-09,11.86,0.51,0.83,1120.0
1996-11-10,2.1,0.43,0.68,1180.0
1996-11-11,0.0,0.36,0.58,1190.0
1996-11-12,0.0,0.29,0.46,1180.0
1996-11-13,0.39,0.21,0.41,1180.0
1996-11-14,0.0,0.14,0.42,1160.0
1996-11-15,0.0,0.1,0.52,1110.0
1996-11-16,0.0,0.05,0.75,1070.0
1996-11-17,0.0,0.01,1.06,1050.0
1996-11-18,0.33,0.09,0.84,1020.0
1996-11-19,8.75,0.29,0.51,1000.0
1996-11-20,8.91,0.22,0.35,1030.0
1996-11-21,1.89,0.17,0.26,1040.0
1996-11-22,0.0,0.2,0.26,1030.0
1996-11-23,2.47,0.25,0.41,1020.0
1996-11-24,0.0,0.05,0.45,977.0
1996-11-25,0.0,0.06,0.41,953.0
1996-11-26,1.11,0.09,0.35,930.0
1996-11-27,0.0,0.15,0.28,872.0
1996-11-28,0.0,0.16,0.3,854.0
1996-11-29,0.0,0.03,0.39,830.0
1996-11-30,0.01,-0.04,0.63,789.0
1996-12-01,16.36,0.02,1.03,793.0
1996-12-02,15.75,0.2,0.76,1180.0
1996-12-03,0.0,0.27,0.41,1590.0
1996-12-04,2.15,0.22,0.38,1740.0
1996-12-05,0.0,0.17,0.3,1900.0
1996-12-06,0.0,0.09,0.32,1990.0
1996-12-07,10.39,0.12,0.46,2040.0
1996-12-08,8.7,0.18,0.5,2130.0
1996-12-09,0.0,0.21,0.35,2180.0
1996-12-10,0.0,0.06,0.39,2140.0
1996-12-11,0.18,0.02,0.38,2100.0
1996-12-12,0.0,0.02,0.41,2050.0
1996-12-13,0.0,-0.04,0.48,1970.0
1996-12-14,0.14,0.01,0.46,1920.0
1996-12-15,0.0,0.22,0.31,1850.0
1996-12-16,0.0,0.22,0.33,1790.0
1996-12-17,4.78,0.16,0.59,1720.0
1996-12-18,1.69,0.25,0.42,1710.0
1996-12-19,11.02,0.1,0.18,1690.0
1996-12-20,4.18,0.17,0.33,1680.0
1996-12-21,0.0,-0.01,0.32,1630.0
1996-12-22,0.0,-0.01,0.36,1560.0
1996-12-23,4.64,0.1,0.45,1510.0
1996-12-24,13.55,0.03,0.75,1500.0
1996-12-25,0.0,0.09,0.28,1550.0
1996-12-26,2.26,0.04,0.31,1510.0
1996-12-27,0.0,-0.03,0.37,1490.0
1996-12-28,4.0,0.02,0.64,1460.0
1996-12-29,6.31,0.07,0.6,1460.0
1996-12-30,0.0,0.02,0.27,1460.0
1996-12-31,0.01,0.03,0.25,1450.0
1997-01-01,0.01,0.03,0.24,1360.0
1997-01-02,0.18,0.05,0.27,1300.0
1997-01-03,0.01,0.13,0.24,1270.0
1997-01-04,3.3,0.15,0.35,1210.0
1997-01-05,21.48,0.12,0.23,1180.0
1997-01-06,4.49,0.19,0.35,1150.0
1997-01-07,0.37,0.15,0.22,1120.0
1997-01-08,0.0,0.13,0.25,1100.0
1997-01-09,5.74,0.16,0.27,1080.0
1997-01-10,27.51,0.11,0.51,1060.0
1997-01-11,0.0,0.15,0.36,1050.0
1997-01-12,2.96,0.16,0.29,1040.0
1997-01-13,0.0,0.06,0.43,1020.0
1997-01-14,0.0,0.16,0.31,1000.0
1997-01-15,0.0,0.01,0.55,990.0
1997-01-16,13.93,0.14,0.66,975.0
1997-01-17,0.0,0.06,0.2,960.0
1997-01-18,0.0,0.04,0.18,945.0
1997-01-19,1.51,0.03,0.41,930.0
1997-01-20,2.31,0.04,0.55,920.0
1997-01-21,0.0,0.09,0.32,920.0
1997-01-22,8.32,0.04,1.18,940.0
1997-01-23,0.0,0.07,0.53,930.0
1997-01-24,8.22,0.07,0.57,935.0
1997-01-25,6.73,0.06,1.27,945.0
1997-01-26,0.0,0.13,0.35,925.0
1997-01-27,5.19,0.1,0.38,900.0
1997-01-28,8.15,0.11,0.75,855.0
1997-01-29,0.0,0.11,0.24,835.0
1997-01-30,1.09,0.08,0.27,815.0
1997-01-31,7.33,0.11,0.55,790.0
1997-02-01,2.99,0.2,0.6,775.0
1997-02-02,0.0,0.25,0.45,755.0
1997-02-03,0.0,0.18,0.59,740.0
1997-02-04,5.69,0.15,0.63,720.0
1997-02-05,10.84,0.19,0.67,700.0
1997-02-06,0.0,0.26,0.63,690.0
1997-02-07,0.0,0.22,0.48,680.0
1997-02-08,0.0,0.16,0.43,665.0
1997-02-09,0.0,0.24,0.82,650.0
1997-02-10,0.0,0.26,0.84,640.0
1997-02-11,0.0,0.2,0.53,630.0
1997-02-12,0.4,0.27,0.79,620.0
1997-02-13,0.0,0.24,0.41,600.0
1997-02-14,10.29,0.24,0.89,590.0
1997-02-15,0.6,0.35,0.91,575.0
1997-02-16,0.0,0.22,0.34,565.0
1997-02-17,3.74,0.2,0.58,555.0
1997-02-18,0.67,0.45,1.33,545.0
1997-02-19,11.83,0.48,0.77,535.0
1997-02-20,2.36,0.41,0.57,530.0
1997-02-21,12.55,0.47,0.87,525.0
1997-02-22,10.34,0.34,0.4,520.0
1997-02-23,0.0,0.36,0.44,515.0
1997-02-24,0.0,0.36,0.57,505.0
1997-02-25,0.51,0.33,0.47,495.0
1997-02-26,2.57,0.6,1.18,485.0
1997-02-27,5.87,0.63,0.92,480.0
1997-02-28,0.0,0.64,0.79,475.0
1997-03-01,2.45,0.7,1.06,470.0
1997-03-02,3.03,0.85,1.32,470.0
1997-03-03,0.0,0.56,0.64,465.0
1997-03-04,2.66,0.55,0.85,460.0
1997-03-05,4.5,0.63,0.94,460.0
1997-03-06,12.97,0.56,0.65,460.0
1997-03-07,0.0,0.51,0.5,465.0
1997-03-08,0.0,0.68,0.85,470.0
1997-03-09,0.0,0.73,0.95,475.0
1997-03-10,4.99,0.62,1.11,480.0
1997-03-11,1.65,0.86,0.95,480.0
1997-03-12,0.0,0.75,0.81,480.0
1997-03-13,0.0,0.64,0.68,475.0
1997-03-14,5.84,0.73,0.98,470.0
1997-03-15,1.62,0.96,1.15,460.0
1997-03-16,0.0,0.77,0.79,450.0
1997-03-17,0.18,1.06,1.14,445.0
1997-03-18,0.0,0.91,0.93,440.0
1997-03-19,0.0,1.33,1.41,435.0
1997-03-20,0.0,1.54,1.66,430.0
1997-03-21,0.0,1.18,1.18,425.0
1997-03-22,0.0,1.34,1.36,425.0
1997-03-23,0.0,1.0,0.97,425.0
1997-03-24,0.0,1.33,1.33,425.0
1997-03-25,6.53,1.13,1.55,420.0
1997-03-26,5.94,1.27,1.38,420.0
1997-03-27,0.0,1.39,1.28,420.0
1997-03-28,0.33,1.88,1.91,420.0
1997-03-29,5.73,1.58,1.66,420.0
1997-03-30,0.62,1.14,0.96,425.0
1997-03-31,0.0,1.26,1.07,430.0
1997-04-01,0.0,1.57,1.4,440.0
1997-04-02,0.0,1.57,1.4,450.0
1997-04-03,0.0,1.91,1.77,460.0
1997-04-04,0.0,1.89,1.69,480.0
1997-04-05,0.0,2.43,2.3,500.0
1997-04-06,3.08,1.32,1.18,550.0
1997-04-07,0.0,2.59,2.4,590.0
1997-04-08,0.0,1.55,1.26,640.0
1997-04-09,0.0,1.34,1.06,700.0
1997-04-10,0.0,1.87,1.56,810.0
1997-04-11,0.0,2.71,2.38,922.0
1997-04-12,3.09,2.25,2.26,1050.0
1997-04-13,6.02,1.4,1.19,1150.0
1997-04-14,0.0,1.57,1.22,1210.0
1997-04-15,0.0,2.75,2.32,1260.0
1997-04-16,0.1,3.76,3.45,1310.0
1997-04-17,0.3,3.32,2.9,1410.0
1997-04-18,0.0,2.51,2.05,1510.0
1997-04-19,0.0,3.18,2.66,1610.0
1997-04-20,0.0,3.31,2.8,1810.0
1997-04-21,0.0,3.83,3.29,2110.0
1997-04-22,0.24,3.44,2.89,2550.0
1997-04-23,0.0,2.55,2.01,3210.0
1997-04-24,0.0,3.18,2.57,3910.0
1997-04-25,0.0,3.65,2.99,4560.0
1997-04-26,0.0,3.9,3.27,5060.0
1997-04-27,0.0,4.69,4.33,5480.0
1997-04-28,22.45,2.51,2.15,5860.0
1997-04-29,6.66,2.01,1.64,6310.0
1997-04-30,0.0,5.22,4.9,6570.0
1997-05-01,7.43,3.61,3.55,7110.0
1997-05-02,1.01,2.55,2.01,8450.0
1997-05-03,9.43,2.71,2.35,8990.0
1997-05-04,3.37,2.31,1.88,9290.0
1997-05-05,0.0,4.6,3.9,9130.0
1997-05-06,3.88,3.14,2.8,8950.0
1997-05-07,13.74,1.38,1.06,8910.0
1997-05-08,2.18,2.27,1.77,9090.0
1997-05-09,0.0,4.36,3.6,8950.0
1997-05-10,0.0,4.08,3.36,8690.0
1997-05-11,0.0,3.53,2.79,8410.0
1997-05-12,1.81,4.74,4.19,8130.0
1997-05-13,5.33,3.69,3.32,7860.0
1997-05-14,6.57,2.73,2.27,7660.0
1997-05-15,4.86,4.05,4.07,7460.0
1997-05-16,50.09,2.99,2.52,7720.0
1997-05-17,6.46,2.52,2.04,10100.0
1997-05-18,0.0,4.02,3.19,10400.0
1997-05-19,6.42,3.96,3.83,9940.0
1997-05-20,4.95,2.83,2.34,9540.0
1997-05-21,3.81,2.93,2.43,9090.0
1997-05-22,4.39,2.75,2.23,8550.0
1997-05-23,0.31,3.98,3.12,8030.0
1997-05-24,7.6,4.26,3.98,7520.0
1997-05-25,11.3,2.87,2.36,7170.0
1997-05-26,1.79,2.29,1.71,6820.0
1997-05-27,0.0,6.0,5.16,6410.0
1997-05-28,0.0,6.45,5.77,5970.0
1997-05-29,0.0,6.68,6.19,5580.0
1997-05-30,4.31,4.9,4.87,5180.0
1997-05-31,1.23,5.51,4.77,4810.0
1997-06-01,0.0,4.74,3.87,4360.0
1997-06-02,0.0,6.22,5.64,3950.0
1997-06-03,0.0,6.31,5.74,3610.0
1997-06-04,0.0,6.13,5.48,3310.0
1997-06-05,0.0,4.43,3.61,3030.0
1997-06-06,0.0,6.04,5.46,2740.0
1997-06-07,0.0,6.62,6.36,2490.0
1997-06-08,0.0,6.93,6.92,2280.0
1997-06-09,0.0,7.12,7.2,2110.0
1997-06-10,1.04,6.15,5.9,1950.0
1997-06-11,0.0,5.83,5.47,1800.0
1997-06-12,1.31,5.03,4.72,1690.0
1997-06-13,17.49,3.85,3.62,1650.0
1997-06-14,0.57,4.09,3.45,1770.0
1997-06-15,0.0,5.21,4.69,1650.0
1997-06-16,0.0,6.15,5.96,1590.0
1997-06-17,0.0,4.87,4.31,1500.0
1997-06-18,16.49,3.88,3.71,1430.0
1997-06-19,4.51,3.4,3.13,1470.0
1997-06-20,0.0,5.54,5.2,1420.0
1997-06-21,4.95,4.6,4.59,1360.0
1997-06-22,13.77,3.31,3.14,1320.0
1997-06-23,0.0,4.69,4.19,1270.0
1997-06-24,0.0,5.42,5.12,1220.0
1997-06-25,17.12,3.32,3.15,1190.0
1997-06-26,18.2,4.25,4.37,1260.0
1997-06-27,0.0,4.62,4.17,1340.0
1997-06-28,0.0,6.24,6.42,1310.0
1997-06-29,7.36,4.79,5.14,1290.0
1997-06-30,0.0,5.98,5.97,1290.0
1997-07-01,0.0,5.82,5.84,1250.0
1997-07-02,0.16,5.23,5.11,1190.0
1997-07-03,9.66,1.97,1.85,1160.0
1997-07-04,17.9,2.24,2.1,1160.0
1997-07-05,0.0,3.43,3.06,1160.0
1997-07-06,0.0,5.32,5.38,1120.0
1997-07-07,0.0,5.16,5.12,1080.0
1997-07-08,8.14,3.53,3.58,1040.0
1997-07-09,8.02,2.31,2.11,1030.0
1997-07-10,0.0,4.51,4.22,1020.0
1997-07-11,0.0,4.86,4.69,965.0
1997-07-12,0.0,5.25,5.37,922.0
1997-07-13,0.0,5.23,5.33,886.0
1997-07-14,0.0,4.64,4.47,837.0
1997-07-15,0.0,4.97,5.18,791.0
1997-07-16,4.56,3.8,4.09,759.0
1997-07-17,8.33,3.59,3.77,716.0
1997-07-18,4.1,3.23,3.28,682.0
1997-07-19,0.31,2.83,2.47,647.0
1997-07-20,0.0,3.35,2.98,592.0
1997-07-21,0.0,4.44,4.32,566.0
1997-07-22,0.0,3.61,3.29,534.0
1997-07-23,0.0,4.59,4.78,501.0
1997-07-24,0.0,4.88,5.46,487.0
1997-07-25,0.0,4.98,5.43,460.0
1997-07-26,0.0,5.1,5.54,433.0
1997-07-27,24.69,3.66,4.04,432.0
1997-07-28,7.65,3.28,3.49,467.0
1997-07-29,0.68,3.47,3.31,436.0
1997-07-30,0.0,4.54,4.71,406.0
1997-07-31,4.28,3.64,4.2,387.0
1997-08-01,0.0,4.55,4.71,383.0
1997-08-02,4.53,2.61,2.65,359.0
1997-08-03,0.0,3.27,3.08,337.0
1997-08-04,0.1,3.92,4.2,323.0
1997-08-05,1.0,3.42,3.5,306.0
1997-08-06,0.0,3.93,4.07,293.0
1997-08-07,0.0,4.18,4.63,281.0
1997-08-08,0.0,4.29,4.74,265.0
1997-08-09,0.29,4.19,4.56,255.0
1997-08-10,0.0,4.35,4.75,246.0
1997-08-11,16.0,2.62,2.82,243.0
1997-08-12,0.0,3.48,3.55,245.0
1997-08-13,8.75,2.43,2.61,239.0
1997-08-14,2.26,2.85,2.99,248.0
1997-08-15,9.02,2.89,3.46,237.0
1997-08-16,7.85,2.79,3.2,243.0
1997-08-17,0.0,2.58,2.48,242.0
1997-08-18,0.0,2.96,2.97,227.0
1997-08-19,0.08,2.88,2.89,217.0
1997-08-20,3.57,2.76,3.34,214.0
1997-08-21,7.41,2.45,2.81,215.0
1997-08-22,15.36,1.58,1.57,256.0
1997-08-23,6.81,1.96,2.02,361.0
1997-08-24,4.19,2.26,2.44,392.0
1997-08-25,0.0,3.44,3.89,363.0
1997-08-26,0.0,3.41,3.9,344.0
1997-08-27,7.83,2.75,3.6,334.0
1997-08-28,7.91,1.81,1.88,346.0
1997-08-29,9.67,1.76,1.82,351.0
1997-08-30,4.86,1.98,1.97,386.0
1997-08-31,0.0,2.53,2.53,409.0
1997-09-01,0.0,2.91,3.07,402.0
1997-09-02,5.08,2.29,2.63,395.0
1997-09-03,0.03,1.67,1.53,397.0
1997-09-04,0.0,1.93,1.83,384.0
1997-09-05,0.0,2.76,3.12,369.0
1997-09-06,1.86,2.46,2.78,360.0
1997-09-07,0.19,2.34,2.35,353.0
1997-09-08,0.05,2.77,3.38,337.0
1997-09-09,2.55,2.01,2.14,332.0
1997-09-10,0.0,1.51,1.37,325.0
1997-09-11,0.0,1.54,1.41,320.0
1997-09-12,0.51,1.81,1.72,310.0
1997-09-13,0.84,2.4,2.56,299.0
1997-09-14,0.0,2.51,2.8,289.0
1997-09-15,0.48,2.56,2.95,285.0
1997-09-16,0.0,2.01,2.13,271.0
1997-09-17,2.47,1.8,2.56,260.0
1997-09-18,0.0,2.4,3.3,256.0
1997-09-19,4.58,1.91,2.48,248.0
1997-09-20,10.6,1.15,1.17,244.0
1997-09-21,0.0,1.44,1.45,241.0
1997-09-22,1.32,1.61,2.14,232.0
1997-09-23,5.16,1.3,1.54,231.0
1997-09-24,0.5,1.34,1.45,222.0
1997-09-25,2.78,1.53,2.07,219.0
1997-09-26,0.18,1.17,1.14,213.0
1997-09-27,0.0,1.57,2.23,207.0
1997-09-28,0.0,1.62,2.68,203.0
1997-09-29,20.51,1.35,2.06,211.0
1997-09-30,2.43,1.41,1.77,265.0
1997-10-01,1.79,1.14,1.3,252.0
1997-10-02,0.0,0.91,0.89,240.0
1997-10-03,0.0,1.26,1.77,235.0
1997-10-04,0.12,1.22,1.76,232.0
1997-10-05,4.78,1.1,1.54,236.0
1997-10-06,0.0,1.44,2.25,235.0
1997-10-07,0.0,1.19,1.59,222.0
1997-10-08,0.0,1.1,1.71,216.0
1997-10-09,0.38,1.12,1.67,216.0
1997-10-10,0.3,1.32,2.42,215.0
1997-10-11,0.0,0.95,1.3,204.0
1997-10-12,0.0,0.93,1.48,207.0
1997-10-13,0.0,0.93,1.37,207.0
1997-10-14,0.0,1.05,1.88,204.0
1997-10-15,0.0,0.94,1.57,197.0
1997-10-16,0.0,0.83,1.04,189.0
1997-10-17,0.26,0.71,0.97,186.0
1997-10-18,0.0,0.81,1.47,183.0
1997-10-19,0.0,0.72,1.9,180.0
1997-10-20,3.73,0.66,1.38,177.0
1997-10-21,0.69,0.65,1.01,175.0
1997-10-22,2.64,0.5,0.64,175.0
1997-10-23,0.15,0.47,0.62,175.0
1997-10-24,0.0,0.48,0.83,175.0
1997-10-25,0.0,0.47,0.9,171.0
1997-10-26,0.0,0.46,1.02,165.0
1997-10-27,18.11,0.44,0.65,170.0
1997-10-28,4.76,0.26,0.33,192.0
1997-10-29,0.44,0.47,0.51,202.0
1997-10-30,0.0,0.49,0.74,204.0
1997-10-31,0.0,0.39,0.98,206.0
1997-11-01,7.51,0.47,1.02,212.0
1997-11-02,8.39,0.56,1.26,310.0
1997-11-03,0.0,0.57,1.02,524.0
1997-11-04,11.4,0.47,1.07,557.0
1997-11-05,0.0,0.46,0.73,674.0
1997-11-06,0.0,0.35,0.8,760.0
1997-11-07,0.0,0.3,0.95,819.0
1997-11-08,0.0,0.25,1.03,869.0
1997-11-09,7.44,0.34,0.83,913.0
1997-11-10,2.38,0.31,0.41,989.0
1997-11-11,1.53,0.37,0.51,1050.0
1997-11-12,0.0,0.3,0.45,1060.0
1997-11-13,0.0,0.24,0.4,1050.0
1997-11-14,0.0,0.18,0.45,1040.0
1997-11-15,0.0,0.21,0.44,1010.0
1997-11-16,0.0,0.25,0.35,988.0
1997-11-17,0.0,0.14,0.54,947.0
1997-11-18,0.0,0.11,0.49,918.0
1997-11-19,0.0,0.07,0.71,891.0
1997-11-20,0.7,0.2,0.44,854.0
1997-11-21,0.27,0.15,0.51,830.0
1997-11-22,0.0,0.16,0.33,785.0
1997-11-23,5.37,0.1,0.51,746.0
1997-11-24,3.28,0.09,0.48,734.0
1997-11-25,3.47,0.1,0.51,700.0
1997-11-26,3.51,0.09,0.68,691.0
1997-11-27,3.59,0.19,0.32,657.0
1997-11-28,0.19,-0.01,0.47,632.0
1997-11-29,0.0,0.0,0.46,612.0
1997-11-30,0.0,0.01,0.5,588.0
1997-12-01,9.57,0.16,0.37,577.0
1997-12-02,2.28,0.11,0.43,569.0
1997-12-03,0.0,0.17,0.4,561.0
1997-12-04,1.53,0.11,0.39,561.0
1997-12-05,10.48,0.18,0.41,558.0
1997-12-06,18.89,0.17,0.27,575.0
1997-12-07,2.12,0.2,0.34,601.0
1997-12-08,0.47,0.06,0.29,590.0
1997-12-09,0.0,0.0,0.32,576.0
1997-12-10,0.0,-0.03,0.38,557.0
1997-12-11,0.0,-0.05,0.46,517.0
1997-12-12,0.0,-0.05,0.5,505.0
1997-12-13,0.35,-0.09,0.64,495.0
1997-12-14,0.18,0.01,0.37,486.0
1997-12-15,0.0,0.02,0.21,478.0
1997-12-16,0.0,-0.06,0.58,462.0
1997-12-17,0.0,-0.12,0.72,452.0
1997-12-18,0.0,0.01,0.38,447.0
1997-12-19,1.64,-0.04,0.51,438.0
1997-12-20,0.0,0.05,0.29,425.0
1997-12-21,0.0,0.04,0.22,420.0
1997-12-22,0.0,-0.04,0.45,412.0
1997-12-23,4.43,0.02,0.47,405.0
1997-12-24,0.01,-0.05,0.5,397.0
1997-12-25,12.73,0.03,0.59,390.0
1997-12-26,4.31,0.15,0.47,380.0
1997-12-27,0.34,-0.0,0.51,370.0
1997-12-28,0.0,0.05,0.24,372.0
1997-12-29,9.8,0.01,0.62,370.0
1997-12-30,7.81,0.03,0.64,365.0
1997-12-31,0.0,0.07,0.26,355.0
1998-01-01,1.74,0.01,0.28,340.0
1998-01-02,1.56,-0.06,0.84,333.0
1998-01-03,0.62,-0.11,0.86,327.0
1998-01-04,0.0,0.04,0.4,320.0
1998-01-05,7.12,0.05,0.38,325.0
1998-01-06,9.12,0.15,0.27,334.0
1998-01-07,10.12,0.05,0.09,356.0
1998-01-08,19.92,0.08,0.14,366.0
1998-01-09,13.96,0.14,0.24,440.0
1998-01-10,3.45,0.21,0.43,477.0
1998-01-11,0.0,0.13,0.37,473.0
1998-01-12,0.0,0.03,0.37,451.0
1998-01-13,4.67,0.02,0.79,441.0
1998-01-14,0.0,0.1,0.21,422.0
1998-01-15,0.0,0.03,0.3,409.0
1998-01-16,0.0,0.04,0.32,400.0
1998-01-17,0.0,-0.01,0.59,395.0
1998-01-18,0.0,0.04,0.54,389.0
1998-01-19,1.29,0.23,0.4,383.0
1998-01-20,1.87,0.17,0.22,380.0
1998-01-21,0.0,0.18,0.4,376.0
1998-01-22,0.0,0.09,0.23,371.0
1998-01-23,16.31,0.06,0.44,370.0
1998-01-24,9.68,0.09,0.6,380.0
1998-01-25,0.0,0.19,0.4,395.0
1998-01-26,0.0,0.12,0.24,392.0
1998-01-27,0.0,0.08,0.46,382.0
1998-01-28,0.0,0.09,0.75,370.0
1998-01-29,0.52,0.11,0.58,360.0
1998-01-30,6.01,0.2,0.61,352.0
1998-01-31,0.0,0.21,0.53,344.0
1998-02-01,0.0,0.15,0.76,338.0
1998-02-02,0.0,0.18,1.09,332.0
1998-02-03,0.0,0.18,1.05,326.0
1998-02-04,0.0,0.18,0.73,322.0
1998-02-05,0.0,0.19,0.71,320.0
1998-02-06,0.0,0.21,0.82,322.0
1998-02-07,0.0,0.21,0.78,325.0
1998-02-08,0.0,0.19,0.62,328.0
1998-02-09,0.0,0.22,0.73,332.0
1998-02-10,0.0,0.26,0.88,336.0
1998-02-11,2.78,0.3,1.2,340.0
1998-02-12,10.96,0.39,1.05,343.0
1998-02-13,0.0,0.42,0.57,346.0
1998-02-14,0.0,0.24,0.37,358.0
1998-02-15,0.0,0.23,0.42,346.0
1998-02-16,0.0,0.33,0.78,353.0
1998-02-17,0.0,0.43,1.05,358.0
1998-02-18,6.8,0.45,0.95,356.0
1998-02-19,12.34,0.47,0.58,368.0
1998-02-20,2.49,0.33,0.36,395.0
1998-02-21,0.0,0.51,0.55,398.0
1998-02-22,0.0,0.56,0.74,396.0
1998-02-23,0.0,0.57,1.1,395.0
1998-02-24,11.47,0.53,1.1,394.0
1998-02-25,18.37,0.56,0.82,425.0
1998-02-26,6.48,0.38,0.42,468.0
1998-02-27,0.89,0.67,0.68,480.0
1998-02-28,2.57,0.77,0.92,475.0
1998-03-01,7.59,0.63,0.68,475.0
1998-03-02,0.44,0.58,0.53,510.0
1998-03-03,0.0,0.68,0.65,560.0
1998-03-04,0.0,0.63,0.58,625.0
1998-03-05,0.0,0.68,0.65,695.0
1998-03-06,0.0,0.79,0.83,750.0
1998-03-07,1.93,0.99,1.38,815.0
1998-03-08,0.68,1.02,1.2,880.0
1998-03-09,25.77,1.13,1.47,1020.0
1998-03-10,3.57,1.15,1.37,1320.0
1998-03-11,0.0,0.63,0.55,1520.0
1998-03-12,0.0,0.64,0.59,1710.0
1998-03-13,0.0,0.92,0.9,1850.0
1998-03-14,2.1,1.02,1.25,1920.0
1998-03-15,0.0,1.23,1.22,1980.0
1998-03-16,0.0,1.26,1.26,2010.0
1998-03-17,0.0,1.43,1.65,2010.0
1998-03-18,0.0,1.7,2.01,2000.0
1998-03-19,4.27,1.08,1.23,1960.0
1998-03-20,1.58,0.88,0.75,1950.0
1998-03-21,0.13,1.54,1.49,1920.0
1998-03-22,11.68,0.75,0.65,1870.0
1998-03-23,0.0,1.15,1.0,1850.0
1998-03-24,0.0,1.68,1.61,1800.0
1998-03-25,0.0,1.92,2.15,1720.0
1998-03-26,11.76,1.48,1.86,1680.0
1998-03-27,3.69,2.05,2.38,1750.0
1998-03-28,1.1,1.84,1.65,1910.0
1998-03-29,0.0,2.32,2.23,2160.0
1998-03-30,4.53,1.81,1.9,2700.0
1998-03-31,9.18,1.23,1.1,3350.0
1998-04-01,5.9,1.14,0.99,4080.0
1998-04-02,9.61,0.7,0.57,4580.0
1998-04-03,4.88,0.78,0.63,4830.0
1998-04-04,0.0,1.03,0.79,4890.0
1998-04-05,0.0,1.62,1.33,4810.0
1998-04-06,0.0,1.37,1.08,4710.0
1998-04-07,0.86,1.46,1.15,4570.0
1998-04-08,0.0,2.9,2.6,4450.0
1998-04-09,0.0,2.35,2.02,4410.0
1998-04-10,0.0,2.51,2.16,4340.0
1998-04-11,0.0,2.69,2.34,4250.0
1998-04-12,0.0,3.73,3.64,4210.0
1998-04-13,0.0,3.81,3.66,4310.0
1998-04-14,0.0,3.77,3.55,4620.0
1998-04-15,0.0,3.93,3.72,5100.0
1998-04-16,10.78,2.93,3.5,5670.0
1998-04-17,6.08,2.4,2.24,6810.0
1998-04-18,0.0,2.27,1.83,8130.0
1998-04-19,4.41,2.68,2.44,8900.0
1998-04-20,10.48,1.43,1.14,9500.0
1998-04-21,0.0,3.56,3.08,9900.0
1998-04-22,0.0,4.37,4.06,9850.0
1998-04-23,0.0,4.4,4.04,9760.0
1998-04-24,7.87,1.41,1.12,9600.0
1998-04-25,2.47,2.02,1.68,9430.0
1998-04-26,0.0,3.03,2.44,9040.0
1998-04-27,1.83,3.03,2.52,8550.0
1998-04-28,0.0,4.1,3.48,8030.0
1998-04-29,0.0,5.24,5.21,7580.0
1998-04-30,0.0,5.1,4.81,7200.0
1998-05-01,0.0,5.92,6.38,6920.0
